timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2016-12-31T00:00:00.000Z";"2016-12-31T23:59:59.999Z";"2016-12-31T23:59:30.000Z";"2016-12-31T03:04:26.000Z";"2781";960.6270141602;963.742980957;947.2360229492;963.742980957;99135104;15492554222.2;"2016-12-31T23:59:59.999Z"
"2016-12-30T00:00:00.000Z";"2016-12-30T23:59:59.999Z";"2016-12-30T00:04:35.000Z";"2016-12-30T10:19:26.000Z";"2781";972.5349731445;972.5349731445;934.8330078125;961.2379760742;187474000;15450507054.9;"2016-12-30T23:59:59.999Z"
"2016-12-29T00:00:00.000Z";"2016-12-29T23:59:59.999Z";"2016-12-29T01:49:36.000Z";"2016-12-29T18:14:36.000Z";"2781";975.125;979.3969726563;954.5029907227;973.4970092773;199320000;15645617392.3;"2016-12-29T23:59:59.999Z"
"2016-12-28T00:00:00.000Z";"2016-12-28T23:59:59.999Z";"2016-12-28T23:59:26.000Z";"2016-12-28T00:04:29.000Z";"2781";934.8309936523;975.9210205078;934.8309936523;975.9210205078;236630000;15682769404.8;"2016-12-28T23:59:59.999Z"
"2016-12-27T00:00:00.000Z";"2016-12-27T23:59:59.999Z";"2016-12-27T14:24:29.000Z";"2016-12-27T03:59:25.000Z";"2781";908.3540039063;940.0479736328;904.2550048828;933.1979980469;167308000;14994286713.1;"2016-12-27T23:59:59.999Z"
"2016-12-26T00:00:00.000Z";"2016-12-26T23:59:59.999Z";"2016-12-26T01:19:29.000Z";"2016-12-26T12:19:29.000Z";"2781";896.9050292969;913.1840209961;896.8980102539;907.6099853516;123771000;14581389977;"2016-12-26T23:59:59.999Z"
"2016-12-25T00:00:00.000Z";"2016-12-25T23:59:59.999Z";"2016-12-25T00:04:27.000Z";"2016-12-25T10:24:32.000Z";"2781";899.6519775391;899.6519775391;862.4240112305;896.1829833984;143664992;14396194093.7;"2016-12-25T23:59:59.999Z"
"2016-12-24T00:00:00.000Z";"2016-12-24T23:59:59.999Z";"2016-12-24T00:49:31.000Z";"2016-12-24T14:19:29.000Z";"2781";922.1799926758;923.4790039063;886.3350219727;898.8220214844;137727008;14436754926.6;"2016-12-24T23:59:59.999Z"
"2016-12-23T00:00:00.000Z";"2016-12-23T23:59:59.999Z";"2016-12-23T22:59:27.000Z";"2016-12-23T00:24:26.000Z";"2781";864.8880004883;925.1170043945;864.6770019531;921.9840087891;275564000;14807189351.8;"2016-12-23T23:59:59.999Z"
"2016-12-22T00:00:00.000Z";"2016-12-22T23:59:59.999Z";"2016-12-22T10:04:30.000Z";"2016-12-22T00:09:30.000Z";"2781";834.1799926758;875.7819824219;834.1489868164;864.5399780273;200027008;13882988216;"2016-12-22T23:59:59.999Z"
